,index,name of standard cell,number of fanout
1297,9372,sky130_fd_sc_hd__dfxtp_2 U9065,3
1298,9373,sky130_fd_sc_hd__dfxtp_2 U9066,3
1299,9374,sky130_fd_sc_hd__dfxtp_2 U9067,3
1300,9375,sky130_fd_sc_hd__dfxtp_2 U9068,3
1301,9376,sky130_fd_sc_hd__dfxtp_2 U9069,3
1302,9378,sky130_fd_sc_hd__dfxtp_2 U9070,3
1303,9379,sky130_fd_sc_hd__dfxtp_2 U9071,3
1304,9380,sky130_fd_sc_hd__dfxtp_2 U9072,4
1305,9381,sky130_fd_sc_hd__dfxtp_2 U9073,4
1306,9382,sky130_fd_sc_hd__dfxtp_2 U9074,4
1307,9383,sky130_fd_sc_hd__dfxtp_2 U9075,4
1308,9384,sky130_fd_sc_hd__dfxtp_2 U9076,4
1309,9385,sky130_fd_sc_hd__dfxtp_2 U9077,3
1310,9386,sky130_fd_sc_hd__dfxtp_2 U9078,3
1311,9387,sky130_fd_sc_hd__dfxtp_2 U9079,3
1312,9389,sky130_fd_sc_hd__dfxtp_2 U9080,3
1313,9390,sky130_fd_sc_hd__dfxtp_2 U9081,3
1314,9391,sky130_fd_sc_hd__dfxtp_2 U9082,3
1315,9392,sky130_fd_sc_hd__dfxtp_2 U9083,3
1316,9393,sky130_fd_sc_hd__dfxtp_2 U9084,3
1317,9394,sky130_fd_sc_hd__dfxtp_2 U9085,3
1318,9395,sky130_fd_sc_hd__dfxtp_2 U9086,3
1319,9396,sky130_fd_sc_hd__dfxtp_2 U9087,3
1320,9397,sky130_fd_sc_hd__dfxtp_2 U9088,3
1321,9398,sky130_fd_sc_hd__dfxtp_2 U9089,3
1322,9400,sky130_fd_sc_hd__dfxtp_2 U9090,3
1323,9401,sky130_fd_sc_hd__dfxtp_2 U9091,3
1324,9402,sky130_fd_sc_hd__dfxtp_2 U9092,3
1325,9403,sky130_fd_sc_hd__dfxtp_2 U9093,3
1326,9404,sky130_fd_sc_hd__dfxtp_2 U9094,3
1327,9405,sky130_fd_sc_hd__dfxtp_2 U9095,3
1328,9406,sky130_fd_sc_hd__dfxtp_2 U9096,3
1329,9407,sky130_fd_sc_hd__dfxtp_2 U9097,3
1330,9408,sky130_fd_sc_hd__dfxtp_2 U9098,3
1331,9409,sky130_fd_sc_hd__dfxtp_2 U9099,3
1332,9412,sky130_fd_sc_hd__dfxtp_2 U9100,3
1333,9413,sky130_fd_sc_hd__dfxtp_2 U9101,3
1334,9414,sky130_fd_sc_hd__dfxtp_2 U9102,3
1335,9415,sky130_fd_sc_hd__dfxtp_2 U9103,3
1336,9416,sky130_fd_sc_hd__dfxtp_2 U9104,8
1337,9417,sky130_fd_sc_hd__dfxtp_2 U9105,61
1338,9418,sky130_fd_sc_hd__dfxtp_2 U9106,68
1339,9419,sky130_fd_sc_hd__dfxtp_2 U9107,4
1340,9420,sky130_fd_sc_hd__dfxtp_2 U9108,4
1341,9421,sky130_fd_sc_hd__dfxtp_2 U9109,4
1342,9423,sky130_fd_sc_hd__dfxtp_2 U9110,4
1343,9424,sky130_fd_sc_hd__dfxtp_2 U9111,4
1344,9425,sky130_fd_sc_hd__dfxtp_2 U9112,3
1345,9426,sky130_fd_sc_hd__dfxtp_2 U9113,3
1346,9427,sky130_fd_sc_hd__dfxtp_2 U9114,3
1347,9428,sky130_fd_sc_hd__dfxtp_2 U9115,3
1348,9429,sky130_fd_sc_hd__dfxtp_2 U9116,3
1349,9430,sky130_fd_sc_hd__dfxtp_2 U9117,3
1350,9431,sky130_fd_sc_hd__dfxtp_2 U9118,3
1351,9432,sky130_fd_sc_hd__dfxtp_2 U9119,3
1352,9434,sky130_fd_sc_hd__dfxtp_2 U9120,3
1353,9435,sky130_fd_sc_hd__dfxtp_2 U9121,3
1354,9436,sky130_fd_sc_hd__dfxtp_2 U9122,3
1355,9437,sky130_fd_sc_hd__dfxtp_2 U9123,3
1356,9438,sky130_fd_sc_hd__dfxtp_2 U9124,3
1357,9439,sky130_fd_sc_hd__dfxtp_2 U9125,3
1358,9440,sky130_fd_sc_hd__dfxtp_2 U9126,3
1359,9441,sky130_fd_sc_hd__dfxtp_2 U9127,3
1360,9442,sky130_fd_sc_hd__dfxtp_2 U9128,3
1361,9443,sky130_fd_sc_hd__dfxtp_2 U9129,3
1362,9445,sky130_fd_sc_hd__dfxtp_2 U9130,3
1363,9446,sky130_fd_sc_hd__dfxtp_2 U9131,3
1364,9447,sky130_fd_sc_hd__dfxtp_2 U9132,3
1365,9448,sky130_fd_sc_hd__dfxtp_2 U9133,3
1366,9449,sky130_fd_sc_hd__dfxtp_2 U9134,3
1367,9450,sky130_fd_sc_hd__dfxtp_2 U9135,3
1368,9451,sky130_fd_sc_hd__dfxtp_2 U9136,3
1369,9452,sky130_fd_sc_hd__dfxtp_2 U9137,3
1370,9453,sky130_fd_sc_hd__dfxtp_2 U9138,3
1371,9454,sky130_fd_sc_hd__dfxtp_2 U9139,4
1372,9456,sky130_fd_sc_hd__dfxtp_2 U9140,4
1373,9457,sky130_fd_sc_hd__dfxtp_2 U9141,4
1374,9458,sky130_fd_sc_hd__dfxtp_2 U9142,4
1375,9459,sky130_fd_sc_hd__dfxtp_2 U9143,4
1376,9460,sky130_fd_sc_hd__dfxtp_2 U9144,3
1377,9461,sky130_fd_sc_hd__dfxtp_2 U9145,3
1378,9462,sky130_fd_sc_hd__dfxtp_2 U9146,3
1379,9463,sky130_fd_sc_hd__dfxtp_2 U9147,3
1380,9464,sky130_fd_sc_hd__dfxtp_2 U9148,3
1381,9465,sky130_fd_sc_hd__dfxtp_2 U9149,3
1382,9467,sky130_fd_sc_hd__dfxtp_2 U9150,3
1383,9468,sky130_fd_sc_hd__dfxtp_2 U9151,3
1384,9469,sky130_fd_sc_hd__dfxtp_2 U9152,3
1385,9470,sky130_fd_sc_hd__dfxtp_2 U9153,3
1386,9471,sky130_fd_sc_hd__dfxtp_2 U9154,3
1387,9472,sky130_fd_sc_hd__dfxtp_2 U9155,3
1388,9473,sky130_fd_sc_hd__dfxtp_2 U9156,3
1389,9474,sky130_fd_sc_hd__dfxtp_2 U9157,3
1390,9475,sky130_fd_sc_hd__dfxtp_2 U9158,3
1391,9476,sky130_fd_sc_hd__dfxtp_2 U9159,3
1392,9478,sky130_fd_sc_hd__dfxtp_2 U9160,3
1393,9479,sky130_fd_sc_hd__dfxtp_2 U9161,3
1394,9480,sky130_fd_sc_hd__dfxtp_2 U9162,3
1395,9481,sky130_fd_sc_hd__dfxtp_2 U9163,3
1396,9482,sky130_fd_sc_hd__dfxtp_2 U9164,3
1397,9483,sky130_fd_sc_hd__dfxtp_2 U9165,3
1398,9484,sky130_fd_sc_hd__dfxtp_2 U9166,3
1399,9485,sky130_fd_sc_hd__dfxtp_2 U9167,3
1400,9486,sky130_fd_sc_hd__dfxtp_2 U9168,3
1401,9487,sky130_fd_sc_hd__dfxtp_2 U9169,3
1402,9489,sky130_fd_sc_hd__dfxtp_2 U9170,3
1403,9490,sky130_fd_sc_hd__dfxtp_2 U9171,4
1404,9491,sky130_fd_sc_hd__dfxtp_2 U9172,4
1405,9492,sky130_fd_sc_hd__dfxtp_2 U9173,4
1406,9493,sky130_fd_sc_hd__dfxtp_2 U9174,4
1407,9494,sky130_fd_sc_hd__dfxtp_2 U9175,4
1408,9495,sky130_fd_sc_hd__dfxtp_2 U9176,3
1409,9496,sky130_fd_sc_hd__dfxtp_2 U9177,3
1410,9497,sky130_fd_sc_hd__dfxtp_2 U9178,3
1411,9498,sky130_fd_sc_hd__dfxtp_2 U9179,3
1412,9500,sky130_fd_sc_hd__dfxtp_2 U9180,3
1413,9501,sky130_fd_sc_hd__dfxtp_2 U9181,3
1414,9502,sky130_fd_sc_hd__dfxtp_2 U9182,3
1415,9503,sky130_fd_sc_hd__dfxtp_2 U9183,3
1416,9504,sky130_fd_sc_hd__dfxtp_2 U9184,3
1417,9505,sky130_fd_sc_hd__dfxtp_2 U9185,3
1418,9506,sky130_fd_sc_hd__dfxtp_2 U9186,3
1419,9507,sky130_fd_sc_hd__dfxtp_2 U9187,3
1420,9508,sky130_fd_sc_hd__dfxtp_2 U9188,3
1421,9509,sky130_fd_sc_hd__dfxtp_2 U9189,3
1422,9511,sky130_fd_sc_hd__dfxtp_2 U9190,3
1423,9512,sky130_fd_sc_hd__dfxtp_2 U9191,3
1424,9513,sky130_fd_sc_hd__dfxtp_2 U9192,3
1425,9514,sky130_fd_sc_hd__dfxtp_2 U9193,3
1426,9515,sky130_fd_sc_hd__dfxtp_2 U9194,3
1427,9516,sky130_fd_sc_hd__dfxtp_2 U9195,3
1428,9517,sky130_fd_sc_hd__dfxtp_2 U9196,3
1429,9518,sky130_fd_sc_hd__dfxtp_2 U9197,3
1430,9519,sky130_fd_sc_hd__dfxtp_2 U9198,3
1431,9520,sky130_fd_sc_hd__dfxtp_2 U9199,3
1432,9523,sky130_fd_sc_hd__dfxtp_2 U9200,3
1433,9524,sky130_fd_sc_hd__dfxtp_2 U9201,3
1434,9525,sky130_fd_sc_hd__dfxtp_2 U9202,3
1435,9526,sky130_fd_sc_hd__dfxtp_2 U9203,4
1436,9527,sky130_fd_sc_hd__dfxtp_2 U9204,4
1437,9528,sky130_fd_sc_hd__dfxtp_2 U9205,4
1438,9529,sky130_fd_sc_hd__dfxtp_2 U9206,4
1439,9530,sky130_fd_sc_hd__dfxtp_2 U9207,4
1440,9531,sky130_fd_sc_hd__dfxtp_2 U9208,3
1441,9532,sky130_fd_sc_hd__dfxtp_2 U9209,3
1442,9534,sky130_fd_sc_hd__dfxtp_2 U9210,3
1443,9535,sky130_fd_sc_hd__dfxtp_2 U9211,3
1444,9536,sky130_fd_sc_hd__dfxtp_2 U9212,3
1445,9537,sky130_fd_sc_hd__dfxtp_2 U9213,3
1446,9538,sky130_fd_sc_hd__dfxtp_2 U9214,3
1447,9539,sky130_fd_sc_hd__dfxtp_2 U9215,3
1448,9540,sky130_fd_sc_hd__dfxtp_2 U9216,3
1449,9541,sky130_fd_sc_hd__dfxtp_2 U9217,3
1450,9542,sky130_fd_sc_hd__dfxtp_2 U9218,3
1451,9543,sky130_fd_sc_hd__dfxtp_2 U9219,3
1452,9545,sky130_fd_sc_hd__dfxtp_2 U9220,3
1453,9546,sky130_fd_sc_hd__dfxtp_2 U9221,3
1454,9547,sky130_fd_sc_hd__dfxtp_2 U9222,3
1455,9548,sky130_fd_sc_hd__dfxtp_2 U9223,3
1456,9549,sky130_fd_sc_hd__dfxtp_2 U9224,3
1457,9550,sky130_fd_sc_hd__dfxtp_2 U9225,3
1458,9551,sky130_fd_sc_hd__dfxtp_2 U9226,3
1459,9552,sky130_fd_sc_hd__dfxtp_2 U9227,3
1460,9553,sky130_fd_sc_hd__dfxtp_2 U9228,3
1461,9554,sky130_fd_sc_hd__dfxtp_2 U9229,3
1462,9556,sky130_fd_sc_hd__dfxtp_2 U9230,3
1463,9557,sky130_fd_sc_hd__dfxtp_2 U9231,3
1464,9558,sky130_fd_sc_hd__dfxtp_2 U9232,3
1465,9559,sky130_fd_sc_hd__dfxtp_2 U9233,3
1466,9560,sky130_fd_sc_hd__dfxtp_2 U9234,3
1467,9561,sky130_fd_sc_hd__dfxtp_2 U9235,4
1468,9562,sky130_fd_sc_hd__dfxtp_2 U9236,4
1469,9563,sky130_fd_sc_hd__dfxtp_2 U9237,4
1470,9564,sky130_fd_sc_hd__dfxtp_2 U9238,4
1471,9565,sky130_fd_sc_hd__dfxtp_2 U9239,4
1472,9567,sky130_fd_sc_hd__dfxtp_2 U9240,3
1473,9568,sky130_fd_sc_hd__dfxtp_2 U9241,3
1474,9569,sky130_fd_sc_hd__dfxtp_2 U9242,3
1475,9570,sky130_fd_sc_hd__dfxtp_2 U9243,3
1476,9571,sky130_fd_sc_hd__dfxtp_2 U9244,3
1477,9572,sky130_fd_sc_hd__dfxtp_2 U9245,3
1478,9573,sky130_fd_sc_hd__dfxtp_2 U9246,3
1479,9574,sky130_fd_sc_hd__dfxtp_2 U9247,3
1480,9575,sky130_fd_sc_hd__dfxtp_2 U9248,3
1481,9576,sky130_fd_sc_hd__dfxtp_2 U9249,3
1482,9578,sky130_fd_sc_hd__dfxtp_2 U9250,3
1483,9579,sky130_fd_sc_hd__dfxtp_2 U9251,3
1484,9580,sky130_fd_sc_hd__dfxtp_2 U9252,3
1485,9581,sky130_fd_sc_hd__dfxtp_2 U9253,3
1486,9582,sky130_fd_sc_hd__dfxtp_2 U9254,3
1487,9583,sky130_fd_sc_hd__dfxtp_2 U9255,3
1488,9584,sky130_fd_sc_hd__dfxtp_2 U9256,3
1489,9585,sky130_fd_sc_hd__dfxtp_2 U9257,3
1490,9586,sky130_fd_sc_hd__dfxtp_2 U9258,3
1491,9587,sky130_fd_sc_hd__dfxtp_2 U9259,3
1492,9589,sky130_fd_sc_hd__dfxtp_2 U9260,3
1493,9590,sky130_fd_sc_hd__dfxtp_2 U9261,3
1494,9591,sky130_fd_sc_hd__dfxtp_2 U9262,3
1495,9592,sky130_fd_sc_hd__dfxtp_2 U9263,3
1496,9593,sky130_fd_sc_hd__dfxtp_2 U9264,3
1497,9594,sky130_fd_sc_hd__dfxtp_2 U9265,3
1498,9595,sky130_fd_sc_hd__dfxtp_2 U9266,3
1499,9596,sky130_fd_sc_hd__dfxtp_2 U9267,4
1500,9597,sky130_fd_sc_hd__dfxtp_2 U9268,4
1501,9598,sky130_fd_sc_hd__dfxtp_2 U9269,4
1502,9600,sky130_fd_sc_hd__dfxtp_2 U9270,4
1503,9601,sky130_fd_sc_hd__dfxtp_2 U9271,4
1504,9602,sky130_fd_sc_hd__dfxtp_2 U9272,3
1505,9603,sky130_fd_sc_hd__dfxtp_2 U9273,3
1506,9604,sky130_fd_sc_hd__dfxtp_2 U9274,3
1507,9605,sky130_fd_sc_hd__dfxtp_2 U9275,3
1508,9606,sky130_fd_sc_hd__dfxtp_2 U9276,3
1509,9607,sky130_fd_sc_hd__dfxtp_2 U9277,3
1510,9608,sky130_fd_sc_hd__dfxtp_2 U9278,3
1511,9609,sky130_fd_sc_hd__dfxtp_2 U9279,3
1512,9611,sky130_fd_sc_hd__dfxtp_2 U9280,3
1513,9612,sky130_fd_sc_hd__dfxtp_2 U9281,3
1514,9613,sky130_fd_sc_hd__dfxtp_2 U9282,3
1515,9614,sky130_fd_sc_hd__dfxtp_2 U9283,3
1516,9615,sky130_fd_sc_hd__dfxtp_2 U9284,3
1517,9616,sky130_fd_sc_hd__dfxtp_2 U9285,3
1518,9617,sky130_fd_sc_hd__dfxtp_2 U9286,3
1519,9618,sky130_fd_sc_hd__dfxtp_2 U9287,3
1520,9619,sky130_fd_sc_hd__dfxtp_2 U9288,3
1521,9620,sky130_fd_sc_hd__dfxtp_2 U9289,3
1522,9622,sky130_fd_sc_hd__dfxtp_2 U9290,3
1523,9623,sky130_fd_sc_hd__dfxtp_2 U9291,3
1524,9624,sky130_fd_sc_hd__dfxtp_2 U9292,3
1525,9625,sky130_fd_sc_hd__dfxtp_2 U9293,3
1526,9626,sky130_fd_sc_hd__dfxtp_2 U9294,3
1527,9627,sky130_fd_sc_hd__dfxtp_2 U9295,3
1528,9628,sky130_fd_sc_hd__dfxtp_2 U9296,3
1529,9629,sky130_fd_sc_hd__dfxtp_2 U9297,3
1530,9630,sky130_fd_sc_hd__dfxtp_2 U9298,3
1531,9631,sky130_fd_sc_hd__dfxtp_2 U9299,4
1532,9634,sky130_fd_sc_hd__dfxtp_2 U9300,4
1533,9635,sky130_fd_sc_hd__dfxtp_2 U9301,4
1534,9636,sky130_fd_sc_hd__dfxtp_2 U9302,4
1535,9637,sky130_fd_sc_hd__dfxtp_2 U9303,4
1536,9638,sky130_fd_sc_hd__dfxtp_2 U9304,3
1537,9639,sky130_fd_sc_hd__dfxtp_2 U9305,3
1538,9640,sky130_fd_sc_hd__dfxtp_2 U9306,3
1539,9641,sky130_fd_sc_hd__dfxtp_2 U9307,3
1540,9642,sky130_fd_sc_hd__dfxtp_2 U9308,3
1541,9643,sky130_fd_sc_hd__dfxtp_2 U9309,3
1542,9645,sky130_fd_sc_hd__dfxtp_2 U9310,3
1543,9646,sky130_fd_sc_hd__dfxtp_2 U9311,3
1544,9647,sky130_fd_sc_hd__dfxtp_2 U9312,3
1545,9648,sky130_fd_sc_hd__dfxtp_2 U9313,3
1546,9649,sky130_fd_sc_hd__dfxtp_2 U9314,3
1547,9650,sky130_fd_sc_hd__dfxtp_2 U9315,3
1548,9651,sky130_fd_sc_hd__dfxtp_2 U9316,3
1549,9652,sky130_fd_sc_hd__dfxtp_2 U9317,3
1550,9653,sky130_fd_sc_hd__dfxtp_2 U9318,3
1551,9654,sky130_fd_sc_hd__dfxtp_2 U9319,3
1552,9656,sky130_fd_sc_hd__dfxtp_2 U9320,3
1553,9657,sky130_fd_sc_hd__dfxtp_2 U9321,3
1554,9658,sky130_fd_sc_hd__dfxtp_2 U9322,3
1555,9659,sky130_fd_sc_hd__dfxtp_2 U9323,3
1556,9660,sky130_fd_sc_hd__dfxtp_2 U9324,3
1557,9661,sky130_fd_sc_hd__dfxtp_2 U9325,3
1558,9662,sky130_fd_sc_hd__dfxtp_2 U9326,3
1559,9663,sky130_fd_sc_hd__dfxtp_2 U9327,3
1560,9664,sky130_fd_sc_hd__dfxtp_2 U9328,3
1561,9665,sky130_fd_sc_hd__dfxtp_2 U9329,3
1562,9667,sky130_fd_sc_hd__dfxtp_2 U9330,3
1563,9668,sky130_fd_sc_hd__dfxtp_2 U9331,4
1564,9669,sky130_fd_sc_hd__dfxtp_2 U9332,4
1565,9670,sky130_fd_sc_hd__dfxtp_2 U9333,4
1566,9671,sky130_fd_sc_hd__dfxtp_2 U9334,4
1567,9672,sky130_fd_sc_hd__dfxtp_2 U9335,4
1568,9673,sky130_fd_sc_hd__dfxtp_2 U9336,3
1569,9674,sky130_fd_sc_hd__dfxtp_2 U9337,3
1570,9675,sky130_fd_sc_hd__dfxtp_2 U9338,3
1571,9676,sky130_fd_sc_hd__dfxtp_2 U9339,3
1572,9678,sky130_fd_sc_hd__dfxtp_2 U9340,3
1573,9679,sky130_fd_sc_hd__dfxtp_2 U9341,3
1574,9680,sky130_fd_sc_hd__dfxtp_2 U9342,3
1575,9681,sky130_fd_sc_hd__dfxtp_2 U9343,3
1576,9682,sky130_fd_sc_hd__dfxtp_2 U9344,3
1577,9683,sky130_fd_sc_hd__dfxtp_2 U9345,3
1578,9684,sky130_fd_sc_hd__dfxtp_2 U9346,3
1579,9685,sky130_fd_sc_hd__dfxtp_2 U9347,3
1580,9686,sky130_fd_sc_hd__dfxtp_2 U9348,3
1581,9687,sky130_fd_sc_hd__dfxtp_2 U9349,3
1582,9689,sky130_fd_sc_hd__dfxtp_2 U9350,3
1583,9690,sky130_fd_sc_hd__dfxtp_2 U9351,3
1584,9691,sky130_fd_sc_hd__dfxtp_2 U9352,3
1585,9692,sky130_fd_sc_hd__dfxtp_2 U9353,3
1586,9693,sky130_fd_sc_hd__dfxtp_2 U9354,3
1587,9694,sky130_fd_sc_hd__dfxtp_2 U9355,3
1588,9695,sky130_fd_sc_hd__dfxtp_2 U9356,3
1589,9696,sky130_fd_sc_hd__dfxtp_2 U9357,3
1590,9697,sky130_fd_sc_hd__dfxtp_2 U9358,3
1591,9698,sky130_fd_sc_hd__dfxtp_2 U9359,3
1592,9700,sky130_fd_sc_hd__dfxtp_2 U9360,3
1593,9701,sky130_fd_sc_hd__dfxtp_2 U9361,3
1594,9702,sky130_fd_sc_hd__dfxtp_2 U9362,3
1595,9703,sky130_fd_sc_hd__dfxtp_2 U9363,126
